Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HT_Code,AT_Code,Outcome,GoalDifference,HomeShotEfficiency,AwayShotEfficiency,HomePossessionProxy,AwayPossessionProxy,total_goals
SP1,2005-08-27,Alaves,Barcelona,0,0,D,0,0,D,5,17,0,10,17,19,3,7,0,1,0,0,0,4,0,0,0.0,0.0,-9,5,0
SP1,2005-08-27,Ath Bilbao,Sociedad,3,0,H,0,0,D,10,9,6,2,13,19,3,4,0,1,0,0,2,31,1,3,0.3,0.0,0,-6,3
SP1,2005-08-27,Valencia,Betis,1,0,H,0,0,D,9,14,2,3,18,14,8,5,2,3,0,0,34,5,1,1,0.11,0.0,-1,5,1
SP1,2005-08-28,Ath Madrid,Zaragoza,0,0,D,0,0,D,16,9,5,2,16,22,8,4,2,7,0,0,3,39,0,0,0.0,0.0,8,-9,0
SP1,2005-08-28,Cadiz,Real Madrid,1,2,A,0,1,A,15,17,5,6,19,25,8,8,2,2,0,0,6,27,-1,-1,0.07,0.12,4,0,3
SP1,2005-08-28,Celta,Malaga,2,0,H,1,0,H,9,10,5,4,19,25,4,11,1,2,0,0,7,22,1,2,0.22,0.0,-6,-4,2
SP1,2005-08-28,Espanol,Getafe,0,2,A,0,0,D,8,16,3,9,23,25,4,2,2,3,0,0,11,12,-1,-2,0.0,0.12,-11,-7,2
SP1,2005-08-28,Mallorca,La Coruna,0,1,A,0,1,A,10,12,3,3,19,19,8,4,2,4,0,0,23,18,-1,-1,0.0,0.08,-1,-3,1
SP1,2005-08-28,Osasuna,Villarreal,2,1,H,1,0,H,8,10,4,3,20,9,2,4,5,2,0,0,26,37,1,1,0.25,0.1,-10,5,3
SP1,2005-08-28,Sevilla,Santander,1,0,H,1,0,H,18,5,5,3,22,27,9,3,2,3,0,0,30,29,1,1,0.06,0.0,5,-19,1
SP1,2005-10-09,Betis,Osasuna,1,0,H,0,0,D,15,12,4,3,21,29,4,1,2,6,0,0,5,26,1,1,0.07,0.0,-2,-16,1
SP1,2005-10-09,La Coruna,Ath Madrid,1,0,H,0,0,D,11,13,5,7,16,22,4,5,2,2,0,0,18,3,1,1,0.09,0.0,-1,-4,1
SP1,2005-10-09,Real Madrid,Celta,2,3,A,2,2,D,26,14,5,5,20,18,6,4,3,1,0,0,27,7,-1,-1,0.08,0.21,12,0,5
SP1,2005-11-09,Barcelona,Mallorca,2,0,H,2,0,H,23,6,7,0,13,20,7,3,2,2,0,2,4,23,1,2,0.09,0.0,17,-11,2
SP1,2005-11-09,Getafe,Ath Bilbao,1,1,D,1,1,D,11,6,4,2,14,19,6,3,2,1,1,0,12,2,0,0,0.09,0.17,3,-10,2
SP1,2005-11-09,Malaga,Espanol,1,2,A,0,0,D,16,6,6,5,16,18,4,4,2,4,0,0,22,11,-1,-1,0.06,0.33,4,-8,3
SP1,2005-11-09,Santander,Cadiz,0,1,A,0,0,D,8,8,2,5,17,12,4,9,1,1,0,0,29,6,-1,-1,0.0,0.12,-5,5,1
SP1,2005-11-09,Sociedad,Alaves,2,1,H,2,0,H,10,8,5,3,27,14,4,8,0,0,0,0,31,0,1,1,0.2,0.12,-13,2,3
SP1,2005-11-09,Villarreal,Sevilla,1,1,D,0,1,A,12,22,3,9,11,15,7,6,3,1,1,0,37,30,0,0,0.08,0.05,8,13,2
SP1,2005-11-09,Zaragoza,Valencia,2,2,D,2,1,H,14,6,7,2,25,20,2,2,1,3,0,0,39,34,0,0,0.14,0.33,-9,-12,4
SP1,2005-09-17,Mallorca,Sociedad,5,2,H,1,2,A,21,7,11,4,11,19,11,6,0,3,0,0,23,31,1,3,0.24,0.29,21,-6,7
SP1,2005-09-17,Valencia,La Coruna,2,2,D,0,1,A,17,11,6,5,22,13,7,3,3,3,1,1,34,18,0,0,0.12,0.18,2,1,4
SP1,2005-09-18,Alaves,Getafe,3,4,A,2,3,A,16,11,5,6,20,25,2,9,2,5,0,0,0,12,-1,-1,0.19,0.36,-2,-5,7
SP1,2005-09-18,Ath Bilbao,Malaga,1,2,A,0,0,D,14,9,6,4,16,14,1,2,2,3,0,0,2,22,-1,-1,0.07,0.22,-1,-3,3
SP1,2005-09-18,Ath Madrid,Barcelona,2,1,H,1,1,D,16,18,6,4,22,17,5,7,2,2,1,0,3,4,1,1,0.12,0.06,-1,8,3
SP1,2005-09-18,Betis,Zaragoza,0,0,D,0,0,D,16,10,4,6,23,21,4,2,2,5,0,0,5,39,0,0,0.0,0.0,-3,-9,0
SP1,2005-09-18,Cadiz,Villarreal,1,1,D,1,1,D,9,9,6,3,19,25,5,2,1,4,0,0,6,37,0,0,0.11,0.11,-5,-14,2
SP1,2005-09-18,Celta,Santander,0,1,A,0,0,D,15,12,2,5,15,28,6,3,1,7,0,0,7,29,-1,-1,0.0,0.08,6,-13,1
SP1,2005-09-18,Espanol,Real Madrid,1,0,H,0,0,D,13,28,2,5,16,16,4,8,2,2,0,2,11,27,1,1,0.08,0.0,1,20,1
SP1,2005-09-18,Osasuna,Sevilla,1,0,H,0,0,D,10,15,5,2,21,26,1,7,3,4,1,1,26,30,1,1,0.1,0.0,-10,-4,1
SP1,2005-09-21,Barcelona,Valencia,2,2,D,1,0,H,10,5,5,4,30,25,7,0,3,2,0,0,4,34,0,0,0.2,0.4,-13,-20,4
SP1,2005-09-21,Getafe,Mallorca,1,1,D,1,0,H,16,12,5,3,24,17,3,4,3,2,0,0,12,23,0,0,0.06,0.08,-5,-1,2
SP1,2005-09-21,La Coruna,Betis,1,1,D,1,1,D,17,11,6,3,21,19,5,1,5,5,0,0,18,5,0,0,0.06,0.09,1,-7,2
SP1,2005-09-21,Malaga,Alaves,0,0,D,0,0,D,13,6,4,1,25,14,4,5,2,2,1,0,22,0,0,0,0.0,0.0,-8,-3,0
SP1,2005-09-21,Santander,Espanol,1,0,H,0,0,D,13,11,7,3,19,19,7,4,3,5,0,1,29,11,1,1,0.08,0.0,1,-4,1
SP1,2005-09-21,Sevilla,Cadiz,0,0,D,0,0,D,25,3,4,1,20,17,14,6,3,6,0,0,30,6,0,0,0.0,0.0,19,-8,0
SP1,2005-09-21,Sociedad,Ath Madrid,3,2,H,0,2,A,21,14,9,6,16,25,7,4,2,3,0,0,31,3,1,1,0.14,0.14,12,-7,5
SP1,2005-09-21,Villarreal,Celta,1,2,A,0,1,A,14,11,4,5,17,16,3,5,1,2,0,0,37,7,-1,-1,0.07,0.18,0,0,3
SP1,2005-09-21,Zaragoza,Osasuna,3,1,H,0,0,D,22,6,11,3,20,17,3,1,2,3,0,0,39,26,1,2,0.14,0.17,5,-10,4
SP1,2005-09-22,Real Madrid,Ath Bilbao,3,1,H,0,1,A,16,21,9,5,19,20,6,4,1,5,1,0,27,2,1,2,0.19,0.05,3,5,4
SP1,2005-09-24,Ath Madrid,Getafe,0,1,A,0,0,D,12,12,4,4,21,27,8,2,3,4,0,1,3,12,-1,-1,0.0,0.08,-1,-13,1
SP1,2005-09-24,Betis,Barcelona,1,4,A,1,1,D,9,23,5,10,19,17,1,7,4,2,1,0,5,4,-1,-3,0.11,0.17,-9,13,5
SP1,2005-09-24,Espanol,Villarreal,1,2,A,0,1,A,9,13,3,4,9,12,8,3,1,1,0,0,11,37,-1,-1,0.11,0.15,8,4,3
SP1,2005-09-24,Valencia,Sociedad,2,1,H,1,0,H,11,11,8,4,20,12,5,8,2,1,0,0,34,31,1,1,0.18,0.09,-4,7,3
SP1,2005-09-24,Zaragoza,La Coruna,1,1,D,1,1,D,15,16,7,5,22,15,8,7,2,1,0,0,39,18,0,0,0.07,0.06,1,8,2
SP1,2005-09-25,Alaves,Real Madrid,0,3,A,0,0,D,17,20,6,7,17,24,7,10,1,3,0,0,0,27,-1,-3,0.0,0.15,7,6,3
SP1,2005-09-25,Ath Bilbao,Santander,0,0,D,0,0,D,17,5,3,1,16,29,17,5,3,6,0,0,2,29,0,0,0.0,0.0,18,-19,0
SP1,2005-09-25,Celta,Sevilla,2,1,H,2,0,H,12,9,5,3,22,24,4,6,2,5,0,0,7,30,1,1,0.17,0.11,-6,-9,3
SP1,2005-09-25,Mallorca,Malaga,1,4,A,0,2,A,14,9,7,5,24,22,8,2,0,1,0,0,23,22,-1,-3,0.07,0.44,-2,-11,5
SP1,2005-09-25,Osasuna,Cadiz,2,0,H,1,0,H,19,3,7,0,27,13,5,5,4,2,0,0,26,6,1,2,0.11,0.0,-3,-5,2
SP1,2005-01-10,Barcelona,Zaragoza,2,2,D,0,0,D,22,7,7,3,16,23,1,2,4,3,0,1,4,39,0,0,0.09,0.29,7,-14,4
SP1,2005-01-10,Getafe,Valencia,2,1,H,1,1,D,12,9,6,2,25,24,2,0,1,4,0,1,12,34,1,1,0.17,0.11,-11,-15,3
SP1,2005-02-10,Cadiz,Celta,1,1,D,1,1,D,11,8,6,5,26,18,3,3,2,4,0,0,6,7,0,0,0.09,0.12,-12,-7,2
SP1,2005-02-10,La Coruna,Osasuna,0,1,A,0,1,A,12,7,1,4,24,25,2,5,1,3,0,0,18,26,-1,-1,0.0,0.14,-10,-13,1
SP1,2005-02-10,Malaga,Ath Madrid,0,2,A,0,1,A,7,14,2,7,19,20,4,6,3,4,0,0,22,3,-1,-2,0.0,0.14,-8,0,2
SP1,2005-02-10,Real Madrid,Mallorca,4,0,H,2,0,H,16,11,8,3,17,18,9,5,0,2,0,1,27,23,1,4,0.25,0.0,8,-2,4
SP1,2005-02-10,Santander,Alaves,1,2,A,0,1,A,9,9,4,3,26,9,6,2,3,1,0,0,29,0,-1,-1,0.11,0.22,-11,2,3
SP1,2005-02-10,Sevilla,Espanol,1,1,D,0,1,A,12,8,3,3,13,11,9,2,3,1,0,0,30,11,0,0,0.08,0.12,8,-1,2
SP1,2005-02-10,Sociedad,Betis,1,1,D,0,1,A,16,11,5,3,14,25,4,5,2,2,0,0,31,5,0,0,0.06,0.09,6,-9,2
SP1,2005-02-10,Villarreal,Ath Bilbao,3,1,H,1,1,D,19,10,6,5,11,15,7,2,3,3,0,1,37,2,1,2,0.16,0.1,15,-3,4
SP1,2005-10-15,Alaves,Villarreal,1,1,D,1,1,D,12,9,4,4,16,18,12,2,2,5,0,0,0,37,0,0,0.08,0.11,8,-7,2
SP1,2005-10-15,Ath Madrid,Real Madrid,0,3,A,0,1,A,15,14,3,7,16,16,7,5,5,2,1,0,3,27,-1,-3,0.0,0.21,6,3,3
SP1,2005-10-15,La Coruna,Barcelona,3,3,D,1,2,A,9,13,4,6,19,18,2,3,4,4,0,0,18,4,0,0,0.33,0.23,-8,-2,6
SP1,2005-10-16,Ath Bilbao,Sevilla,0,1,A,0,1,A,21,10,3,3,9,17,6,3,1,2,1,0,2,30,-1,-1,0.0,0.1,18,-4,1
SP1,2005-10-16,Betis,Getafe,1,0,H,1,0,H,13,13,3,6,26,19,4,5,2,4,0,1,5,12,1,1,0.08,0.0,-9,-1,1
SP1,2005-10-16,Espanol,Cadiz,0,2,A,0,0,D,7,8,1,4,18,18,4,4,1,3,1,0,11,6,-1,-2,0.0,0.25,-7,-6,2
SP1,2005-10-16,Mallorca,Santander,0,0,D,0,0,D,13,7,3,4,23,21,9,0,2,7,0,0,23,29,0,0,0.0,0.0,-1,-14,0
SP1,2005-10-16,Osasuna,Celta,2,0,H,0,0,D,10,14,4,3,25,17,3,7,4,2,0,0,26,7,1,2,0.2,0.0,-12,4,2
SP1,2005-10-16,Valencia,Malaga,2,1,H,1,0,H,15,11,7,4,21,23,9,4,3,2,0,0,34,22,1,1,0.13,0.09,3,-8,3
SP1,2005-10-16,Zaragoza,Sociedad,0,1,A,0,1,A,17,7,2,3,14,16,11,5,2,1,0,1,39,31,-1,-1,0.0,0.14,14,-4,1
SP1,2005-10-22,Barcelona,Osasuna,3,0,H,0,0,D,24,6,10,1,10,21,7,2,1,4,0,0,4,26,1,3,0.12,0.0,21,-13,3
SP1,2005-10-22,Sevilla,Alaves,2,0,H,1,0,H,13,8,5,3,21,19,6,3,2,7,0,0,30,0,1,2,0.15,0.0,-2,-8,2
SP1,2005-10-23,Cadiz,Ath Bilbao,1,0,H,1,0,H,11,12,2,0,20,10,3,1,3,0,0,0,6,2,1,1,0.09,0.0,-6,3,1
SP1,2005-10-23,Celta,Espanol,1,0,H,0,0,D,19,12,5,4,18,21,3,1,3,4,0,1,7,11,1,1,0.05,0.0,4,-8,1
SP1,2005-10-23,Getafe,Zaragoza,5,2,H,4,0,H,14,14,8,6,15,24,5,7,2,5,0,0,12,39,1,3,0.36,0.14,4,-3,7
SP1,2005-10-23,Malaga,Betis,5,0,H,2,0,H,17,10,9,4,26,14,7,4,1,1,0,0,22,5,1,5,0.29,0.0,-2,0,5
SP1,2005-10-23,Real Madrid,Valencia,1,2,A,1,2,A,15,16,3,6,20,23,6,6,4,3,2,0,27,34,-1,-1,0.07,0.12,1,-1,3
SP1,2005-10-23,Santander,Ath Madrid,0,1,A,0,1,A,8,12,3,5,20,20,10,4,2,2,0,0,29,3,-1,-1,0.0,0.08,-2,-4,1
SP1,2005-10-23,Sociedad,La Coruna,2,0,H,0,0,D,16,13,9,1,26,14,5,4,2,2,0,0,31,18,1,2,0.12,0.0,-5,3,2
SP1,2005-10-23,Villarreal,Mallorca,3,0,H,3,0,H,18,13,7,2,13,16,4,6,1,1,0,0,37,23,1,3,0.17,0.0,9,3,3
SP1,2005-10-26,Barcelona,Malaga,2,0,H,0,0,D,36,4,20,1,6,24,12,2,0,5,0,0,4,22,1,2,0.06,0.0,42,-18,2
SP1,2005-10-26,Betis,Villarreal,2,3,A,1,1,D,10,4,4,4,10,8,2,2,4,4,1,0,5,37,-1,-1,0.2,0.75,2,-2,5
SP1,2005-10-26,La Coruna,Real Madrid,3,1,H,2,0,H,21,7,5,4,21,20,5,3,3,3,0,0,18,27,1,2,0.14,0.14,5,-10,4
SP1,2005-10-26,Mallorca,Celta,1,0,H,0,0,D,15,8,5,2,23,22,5,4,3,1,0,1,23,7,1,1,0.07,0.0,-3,-10,1
SP1,2005-10-26,Osasuna,Ath Bilbao,3,2,H,1,1,D,11,16,7,2,21,19,2,2,4,1,0,0,26,2,1,1,0.27,0.12,-8,-1,5
SP1,2005-10-27,Alaves,Espanol,1,1,D,1,1,D,12,12,9,6,19,12,10,10,3,3,1,0,0,11,0,0,0.08,0.08,3,10,2
SP1,2005-10-27,Ath Madrid,Cadiz,3,0,H,1,0,H,20,7,10,2,21,13,9,5,3,2,0,0,3,6,1,3,0.15,0.0,8,-1,3
SP1,2005-10-27,Sociedad,Getafe,3,0,H,3,0,H,11,18,5,8,18,21,6,10,0,2,0,0,31,12,1,3,0.27,0.0,-1,7,3
SP1,2005-10-27,Valencia,Sevilla,0,2,A,0,1,A,24,4,6,2,16,16,10,2,1,0,0,0,34,30,-1,-2,0.0,0.5,18,-10,2
SP1,2005-10-27,Zaragoza,Santander,1,1,D,1,0,H,14,6,3,1,18,25,5,3,2,6,0,0,39,29,0,0,0.07,0.17,1,-16,2
SP1,2005-10-29,Ath Bilbao,Celta,1,1,D,1,0,H,14,11,3,4,25,13,6,3,2,2,0,0,2,7,0,0,0.07,0.09,-5,1,2
SP1,2005-10-29,Betis,Real Madrid,0,2,A,0,1,A,11,6,1,3,21,24,4,4,2,2,0,0,5,27,-1,-2,0.0,0.33,-6,-14,2
SP1,2005-10-30,Alaves,Cadiz,0,0,D,0,0,D,10,7,6,3,25,19,4,0,1,2,0,0,0,6,0,0,0.0,0.0,-11,-12,0
SP1,2005-10-30,Ath Madrid,Villarreal,1,1,D,1,0,H,16,7,5,2,26,18,8,2,6,4,1,1,3,37,0,0,0.06,0.14,-2,-9,2
SP1,2005-10-30,Barcelona,Sociedad,5,0,H,2,0,H,21,2,8,1,13,9,4,5,1,3,0,1,4,31,1,5,0.24,0.0,12,-2,5
SP1,2005-10-30,La Coruna,Getafe,1,0,H,1,0,H,12,16,5,3,28,17,1,2,3,4,0,0,18,12,1,1,0.08,0.0,-15,1,1
SP1,2005-10-30,Mallorca,Sevilla,1,1,D,1,1,D,8,19,2,7,22,15,3,2,2,2,1,0,23,30,0,0,0.12,0.05,-11,6,2
SP1,2005-10-30,Osasuna,Espanol,2,0,H,1,0,H,16,7,7,0,18,20,5,4,2,6,0,1,26,11,1,2,0.12,0.0,3,-9,2
SP1,2005-10-30,Valencia,Santander,1,1,D,1,1,D,10,5,4,4,14,31,9,1,2,1,0,1,34,29,0,0,0.1,0.2,5,-25,2
SP1,2005-10-30,Zaragoza,Malaga,1,1,D,1,1,D,16,9,8,2,19,22,9,1,2,2,0,0,39,22,0,0,0.06,0.11,6,-12,2
SP1,2005-05-11,Espanol,Ath Bilbao,1,1,D,0,1,A,13,9,6,3,18,25,4,3,2,1,0,0,11,2,0,0,0.08,0.11,-1,-13,2
SP1,2005-05-11,Sociedad,Osasuna,1,2,A,1,1,D,15,17,5,5,22,25,3,3,1,4,0,0,31,26,-1,-1,0.07,0.12,-4,-5,3
SP1,2005-05-11,Villarreal,Valencia,1,0,H,1,0,H,15,13,4,6,17,22,1,6,1,1,0,0,37,34,1,1,0.07,0.0,-1,-3,1
SP1,2005-06-11,Cadiz,Mallorca,1,2,A,1,1,D,9,9,4,4,15,21,7,3,3,3,0,1,6,23,-1,-1,0.11,0.22,1,-9,3
SP1,2005-06-11,Celta,Alaves,2,1,H,1,0,H,14,9,9,2,22,14,6,4,3,2,0,0,7,0,1,1,0.14,0.11,-2,-1,3
SP1,2005-06-11,Getafe,Barcelona,1,3,A,0,1,A,7,10,3,7,20,10,5,4,1,0,0,0,12,4,-1,-2,0.14,0.3,-8,4,4
SP1,2005-06-11,Malaga,La Coruna,1,1,D,0,0,D,11,12,1,4,23,17,4,2,0,3,0,0,22,18,0,0,0.09,0.08,-8,-3,2
SP1,2005-06-11,Real Madrid,Zaragoza,1,0,H,0,0,D,13,14,5,4,14,22,6,1,2,5,0,0,27,39,1,1,0.08,0.0,5,-7,1
SP1,2005-06-11,Santander,Betis,1,1,D,0,1,A,14,8,5,2,24,27,6,7,3,2,0,0,29,5,0,0,0.07,0.12,-4,-12,2
SP1,2005-06-11,Sevilla,Ath Madrid,0,0,D,0,0,D,14,12,6,3,21,18,7,4,0,3,0,0,30,3,0,0,0.0,0.0,0,-2,0
SP1,2005-11-19,Getafe,Osasuna,0,0,D,0,0,D,13,9,4,2,17,26,4,2,2,2,0,0,12,26,0,0,0.0,0.0,0,-15,0
SP1,2005-11-19,Real Madrid,Barcelona,0,3,A,0,1,A,5,20,2,7,25,16,3,6,6,2,0,0,27,4,-1,-3,0.0,0.15,-17,10,3
SP1,2005-11-19,Sevilla,Betis,1,0,H,0,0,D,9,8,2,3,23,24,7,4,4,7,2,0,30,5,1,1,0.11,0.0,-7,-12,1
SP1,2005-11-19,Villarreal,Zaragoza,0,0,D,0,0,D,10,11,3,3,19,19,6,2,2,3,0,0,37,39,0,0,0.0,0.0,-3,-6,0
SP1,2005-11-20,Ath Bilbao,Alaves,0,2,A,0,1,A,18,11,5,7,20,18,11,1,3,3,0,0,2,0,-1,-2,0.0,0.18,9,-6,2
SP1,2005-11-20,Cadiz,Valencia,0,1,A,0,0,D,11,6,4,2,17,26,10,11,4,6,1,1,6,34,-1,-1,0.0,0.17,4,-9,1
SP1,2005-11-20,Celta,Ath Madrid,2,1,H,1,0,H,10,18,4,8,28,17,3,11,2,2,0,0,7,3,1,1,0.2,0.06,-15,12,3
SP1,2005-11-20,Espanol,Mallorca,2,0,H,2,0,H,13,9,6,1,26,25,4,4,3,5,0,1,11,23,1,2,0.15,0.0,-9,-12,2
SP1,2005-11-20,Malaga,Sociedad,3,1,H,0,0,D,14,13,7,3,26,11,7,7,2,2,0,0,22,31,1,2,0.21,0.08,-5,9,4
SP1,2005-11-20,Santander,La Coruna,0,3,A,0,1,A,17,9,7,3,23,31,4,4,1,1,0,0,29,18,-1,-3,0.0,0.33,-2,-18,3
SP1,2005-11-26,Mallorca,Ath Bilbao,0,1,A,0,0,D,12,6,4,1,22,21,4,3,1,3,0,0,23,2,-1,-1,0.0,0.17,-6,-12,1
SP1,2005-11-26,Valencia,Celta,2,0,H,0,0,D,15,11,7,3,16,16,9,6,1,2,0,0,34,7,1,2,0.13,0.0,8,1,2
SP1,2005-11-27,Ath Madrid,Espanol,1,1,D,1,1,D,16,19,5,7,22,22,5,7,4,4,0,0,3,11,0,0,0.06,0.05,-1,4,2
SP1,2005-11-27,Barcelona,Santander,4,1,H,1,0,H,25,3,7,1,13,30,8,0,1,2,0,1,4,29,1,3,0.16,0.33,20,-27,5
SP1,2005-11-27,Betis,Cadiz,1,1,D,1,0,H,12,14,5,5,18,8,4,5,4,2,1,0,5,6,0,0,0.08,0.07,-2,11,2
SP1,2005-11-27,Getafe,Malaga,3,2,H,2,1,H,17,10,6,4,16,30,9,8,0,2,0,0,12,22,1,1,0.18,0.2,10,-12,5
SP1,2005-11-27,La Coruna,Villarreal,0,2,A,0,0,D,17,17,3,10,32,22,7,6,4,2,0,0,18,37,-1,-2,0.0,0.12,-8,1,2
SP1,2005-11-27,Osasuna,Alaves,3,2,H,0,0,D,15,7,7,5,26,21,9,1,1,2,0,0,26,0,1,1,0.2,0.29,-2,-13,5
SP1,2005-11-27,Sociedad,Real Madrid,2,2,D,1,0,H,11,20,5,10,27,15,4,5,4,5,1,1,31,27,0,0,0.18,0.1,-12,10,4
SP1,2005-11-27,Zaragoza,Sevilla,0,2,A,0,0,D,15,17,2,8,19,5,5,5,4,0,1,0,39,30,-1,-2,0.0,0.12,1,17,2
SP1,2005-03-12,Ath Bilbao,Ath Madrid,1,1,D,0,1,A,14,6,3,1,14,23,9,3,4,3,0,0,2,3,0,0,0.07,0.17,9,-14,2
SP1,2005-03-12,Celta,Betis,2,1,H,2,0,H,9,23,4,4,29,21,5,11,5,4,0,1,7,5,1,1,0.22,0.04,-15,13,3
SP1,2005-03-12,Real Madrid,Getafe,1,0,H,1,0,H,6,19,1,4,17,24,3,13,3,3,1,0,27,12,1,1,0.17,0.0,-8,8,1
SP1,2005-04-12,Alaves,Mallorca,0,3,A,0,1,A,18,13,3,10,15,24,10,5,4,4,0,0,0,23,-1,-3,0.0,0.23,13,-6,3
SP1,2005-04-12,Cadiz,Zaragoza,1,2,A,1,0,H,4,6,1,2,15,20,3,4,2,4,0,0,6,39,-1,-1,0.25,0.33,-8,-10,3
SP1,2005-04-12,Espanol,Valencia,1,3,A,0,2,A,15,18,2,9,23,15,4,4,3,2,0,1,11,34,-1,-2,0.07,0.17,-4,7,4
SP1,2005-04-12,Malaga,Osasuna,1,2,A,1,2,A,9,11,2,4,26,14,7,4,3,2,0,0,22,26,-1,-1,0.11,0.18,-10,1,3
SP1,2005-04-12,Santander,Sociedad,2,2,D,0,1,A,14,17,4,9,24,17,4,3,3,5,0,1,29,31,0,0,0.14,0.12,-6,3,4
SP1,2005-04-12,Sevilla,La Coruna,0,2,A,0,2,A,13,11,3,6,26,15,12,6,7,6,2,0,30,18,-1,-2,0.0,0.18,-1,2,2
SP1,2005-04-12,Villarreal,Barcelona,0,2,A,0,1,A,6,11,1,4,19,24,5,5,2,4,0,1,37,4,-1,-2,0.0,0.18,-8,-8,2
SP1,2005-10-12,Sociedad,Villarreal,1,3,A,1,1,D,16,14,6,8,15,17,5,1,1,2,0,0,31,37,-1,-2,0.06,0.21,6,-2,4
SP1,2005-10-12,Valencia,Ath Bilbao,1,1,D,0,0,D,23,6,8,2,16,21,10,4,1,2,0,1,34,2,0,0,0.04,0.17,17,-11,2
SP1,2005-11-12,Ath Madrid,Alaves,1,1,D,0,0,D,21,11,2,6,17,17,12,3,2,2,0,0,3,0,0,0,0.05,0.09,16,-3,2
SP1,2005-11-12,Barcelona,Sevilla,2,1,H,0,0,D,14,7,3,2,24,19,7,1,4,2,0,0,4,30,1,1,0.14,0.14,-3,-11,3
SP1,2005-11-12,Betis,Espanol,0,0,D,0,0,D,20,6,3,1,10,12,9,0,1,2,0,0,5,11,0,0,0.0,0.0,19,-6,0
SP1,2005-11-12,Getafe,Santander,1,2,A,1,1,D,10,7,3,4,20,21,10,1,3,5,0,0,12,29,-1,-1,0.1,0.29,0,-13,3
SP1,2005-11-12,La Coruna,Cadiz,1,0,H,0,0,D,20,8,6,4,23,18,5,5,1,2,0,0,18,6,1,1,0.05,0.0,2,-5,1
SP1,2005-11-12,Malaga,Real Madrid,0,2,A,0,2,A,22,17,8,7,37,11,7,3,5,1,0,0,22,27,-1,-2,0.0,0.12,-8,9,2
SP1,2005-11-12,Osasuna,Mallorca,1,0,H,1,0,H,20,9,6,3,20,15,6,4,2,2,0,0,26,23,1,1,0.05,0.0,6,-2,1
SP1,2005-11-12,Zaragoza,Celta,1,0,H,0,0,D,23,4,9,4,19,13,12,2,1,3,0,0,39,7,1,1,0.04,0.0,16,-7,1
SP1,2005-12-17,Ath Bilbao,Betis,2,0,H,2,0,H,12,9,2,3,20,23,4,2,1,1,0,1,2,5,1,2,0.17,0.0,-4,-12,2
SP1,2005-12-17,Cadiz,Barcelona,1,3,A,0,2,A,12,19,1,9,13,17,4,8,2,1,0,0,6,4,-1,-2,0.08,0.16,3,10,4
SP1,2005-12-17,Celta,La Coruna,0,3,A,0,3,A,6,7,1,5,16,23,7,2,3,3,1,0,7,18,-1,-3,0.0,0.43,-3,-14,3
SP1,2005-12-18,Alaves,Valencia,0,1,A,0,1,A,12,14,3,3,18,19,7,5,5,2,0,0,0,34,-1,-1,0.0,0.07,1,0,1
SP1,2005-12-18,Espanol,Zaragoza,2,2,D,0,0,D,13,15,4,6,27,14,4,3,4,2,0,0,11,39,0,0,0.15,0.13,-10,4,4
SP1,2005-12-18,Mallorca,Ath Madrid,2,2,D,1,2,A,8,11,4,4,19,17,7,4,4,5,1,1,23,3,0,0,0.25,0.18,-4,-2,4
SP1,2005-12-18,Real Madrid,Osasuna,1,1,D,0,0,D,15,10,6,1,23,21,7,3,6,5,0,1,27,26,0,0,0.07,0.1,-1,-8,2
SP1,2005-12-18,Santander,Malaga,1,1,D,1,1,D,16,10,5,5,20,21,8,5,3,6,3,2,29,22,0,0,0.06,0.1,4,-6,2
SP1,2005-12-18,Sevilla,Sociedad,3,2,H,0,1,A,29,9,8,2,20,17,6,2,4,6,0,2,30,31,1,1,0.1,0.22,15,-6,5
SP1,2005-12-18,Villarreal,Getafe,2,1,H,1,1,D,18,13,9,5,16,23,6,4,2,2,0,0,37,12,1,1,0.11,0.08,8,-6,3
SP1,2005-12-20,Barcelona,Celta,2,0,H,1,0,H,15,4,7,2,15,26,6,1,1,3,0,0,4,7,1,2,0.13,0.0,6,-21,2
SP1,2005-12-21,Betis,Alaves,3,0,H,1,0,H,15,12,8,3,27,21,3,1,2,3,0,0,5,0,1,3,0.2,0.0,-9,-8,3
SP1,2005-12-21,Getafe,Sevilla,1,0,H,1,0,H,17,11,3,4,24,20,3,6,3,2,1,0,12,30,1,1,0.06,0.0,-4,-3,1
SP1,2005-12-21,La Coruna,Espanol,1,2,A,0,0,D,14,9,6,3,20,16,12,2,3,4,0,1,18,11,-1,-1,0.07,0.22,6,-5,3
SP1,2005-12-21,Malaga,Villarreal,0,0,D,0,0,D,8,12,4,6,30,16,3,2,5,2,0,0,22,37,0,0,0.0,0.0,-19,-2,0
SP1,2005-12-21,Real Madrid,Santander,1,2,A,0,2,A,19,9,5,4,20,10,6,4,3,3,0,0,27,29,-1,-1,0.05,0.22,5,3,3
SP1,2005-12-21,Sociedad,Cadiz,2,0,H,1,0,H,20,8,6,5,19,24,9,4,1,3,0,1,31,6,1,2,0.1,0.0,10,-12,2
SP1,2005-12-21,Valencia,Mallorca,3,0,H,0,0,D,17,6,6,0,12,16,9,4,0,1,0,0,34,23,1,3,0.18,0.0,14,-6,3
