Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HT_Code,AT_Code,Outcome,GoalDifference,HomeShotEfficiency,AwayShotEfficiency,HomePossessionProxy,AwayPossessionProxy,total_goals
SP1,2018-12-23,Valencia,Huesca,2,1,H,1,0,H,19,11,8,4,14,15,12,5,7,4,0,0,34,17,1,1,0.11,0.09,17,1,3
SP1,2018-12-23,Vallecano,Levante,2,1,H,1,0,H,18,12,8,7,13,10,3,5,2,2,0,0,36,21,1,1,0.11,0.08,8,7,3
SP1,2019-03-01,Villarreal,Real Madrid,2,2,D,1,2,A,12,14,4,7,12,13,6,4,2,2,0,0,37,27,0,0,0.17,0.14,6,5,4
SP1,2019-04-01,Espanol,Leganes,1,0,H,1,0,H,12,10,1,2,10,17,3,6,2,5,0,1,11,20,1,1,0.08,0.0,5,-1,1
SP1,2019-04-01,Levante,Girona,2,2,D,0,1,A,19,9,8,2,18,16,8,2,3,1,1,0,21,14,0,0,0.11,0.22,9,-5,4
SP1,2019-05-01,Alaves,Valencia,2,1,H,2,1,H,14,14,5,2,10,13,2,6,3,3,0,0,0,34,1,1,0.14,0.07,6,7,3
SP1,2019-05-01,Huesca,Betis,2,1,H,0,0,D,11,7,6,1,21,7,4,6,3,2,0,0,17,5,1,1,0.18,0.14,-6,6,3
SP1,2019-05-01,Valladolid,Vallecano,0,1,A,0,1,A,12,9,5,5,16,23,9,5,0,3,0,0,35,36,-1,-1,0.0,0.11,5,-9,1
SP1,2019-06-01,Eibar,Villarreal,0,0,D,0,0,D,24,7,6,4,12,17,13,1,0,2,0,0,9,37,0,0,0.0,0.0,25,-9,0
SP1,2019-06-01,Getafe,Barcelona,1,2,A,1,2,A,10,12,2,8,23,12,4,4,4,3,0,0,12,4,-1,-1,0.1,0.17,-9,4,3
SP1,2019-06-01,Real Madrid,Sociedad,0,2,A,0,1,A,28,12,8,4,13,13,10,4,5,1,1,0,27,31,-1,-2,0.0,0.17,25,3,2
SP1,2019-06-01,Sevilla,Ath Madrid,1,1,D,1,1,D,15,12,5,7,15,11,4,5,5,7,0,0,30,3,0,0,0.07,0.08,4,6,2
SP1,2019-07-01,Celta,Ath Bilbao,1,2,A,1,1,D,17,8,3,4,16,21,3,2,2,5,0,0,7,2,-1,-1,0.06,0.25,4,-11,3
SP1,2019-11-01,Vallecano,Celta,4,2,H,2,2,D,11,13,8,4,12,8,7,5,4,1,0,0,36,7,1,2,0.36,0.15,6,10,6
SP1,2019-12-01,Girona,Alaves,1,1,D,1,0,H,9,15,4,4,21,14,6,3,4,2,0,0,14,0,0,0,0.11,0.07,-6,4,2
SP1,2019-12-01,Leganes,Huesca,1,0,H,0,0,D,14,9,7,3,11,9,4,4,3,3,0,0,20,17,1,1,0.07,0.0,7,4,1
SP1,2019-12-01,Valencia,Valladolid,1,1,D,0,0,D,17,6,5,1,15,18,7,0,2,5,0,0,34,35,0,0,0.06,0.17,9,-12,2
SP1,2019-12-01,Villarreal,Getafe,1,2,A,0,0,D,17,9,6,4,14,13,6,1,5,3,0,0,37,12,-1,-1,0.06,0.22,9,-3,3
SP1,2019-01-13,Ath Bilbao,Sevilla,2,0,H,1,0,H,10,10,3,4,14,14,7,6,4,3,0,0,2,30,1,2,0.2,0.0,3,2,2
SP1,2019-01-13,Ath Madrid,Levante,1,0,H,0,0,D,19,7,5,2,9,17,5,2,0,3,0,0,3,21,1,1,0.05,0.0,15,-8,1
SP1,2019-01-13,Barcelona,Eibar,3,0,H,1,0,H,7,15,6,2,10,12,2,3,2,1,0,0,4,9,1,3,0.43,0.0,-1,6,3
SP1,2019-01-13,Betis,Real Madrid,1,2,A,0,1,A,9,14,2,5,9,13,6,5,2,3,0,0,5,27,-1,-1,0.11,0.14,6,6,3
SP1,2019-01-14,Sociedad,Espanol,3,2,H,2,2,D,9,21,4,2,15,12,7,3,7,4,1,0,31,11,1,1,0.33,0.1,1,12,5
SP1,2019-01-18,Getafe,Alaves,4,0,H,1,0,H,12,6,5,0,17,18,4,2,0,4,0,0,12,0,1,4,0.33,0.0,-1,-10,4
SP1,2019-01-19,Celta,Valencia,1,2,A,1,0,H,12,13,4,8,18,12,4,6,4,3,0,0,7,34,-1,-1,0.08,0.15,-2,7,3
SP1,2019-01-19,Huesca,Ath Madrid,0,3,A,0,1,A,14,15,3,8,15,13,6,5,2,2,0,0,17,3,-1,-3,0.0,0.2,5,7,3
SP1,2019-01-19,Real Madrid,Sevilla,2,0,H,0,0,D,23,4,6,1,9,14,7,4,2,3,0,0,27,30,1,2,0.09,0.0,21,-6,2
SP1,2019-01-20,Barcelona,Leganes,3,1,H,1,0,H,15,5,7,2,12,18,5,1,3,3,0,0,4,20,1,2,0.2,0.2,8,-12,4
SP1,2019-01-20,Betis,Girona,3,2,H,1,2,A,12,8,5,5,9,12,7,2,2,4,0,0,5,14,1,1,0.25,0.25,10,-2,5
SP1,2019-01-20,Levante,Valladolid,2,0,H,1,0,H,13,13,4,3,12,18,3,2,6,5,0,0,21,35,1,2,0.15,0.0,4,-3,2
SP1,2019-01-20,Vallecano,Sociedad,2,2,D,2,1,H,11,10,4,4,14,10,2,9,2,1,0,0,36,31,0,0,0.18,0.2,-1,9,4
SP1,2019-01-20,Villarreal,Ath Bilbao,1,1,D,0,1,A,3,9,1,2,17,13,1,3,4,1,0,0,37,2,0,0,0.33,0.11,-13,-1,2
SP1,2019-01-21,Eibar,Espanol,3,0,H,1,0,H,16,6,9,0,16,10,6,2,2,5,0,0,9,11,1,3,0.19,0.0,6,-2,3
SP1,2019-01-26,Ath Madrid,Getafe,2,0,H,2,0,H,10,6,6,2,11,26,3,6,2,7,0,2,3,12,1,2,0.2,0.0,2,-14,2
SP1,2019-01-26,Leganes,Eibar,2,2,D,0,2,A,9,5,3,2,15,14,4,5,2,3,0,0,20,9,0,0,0.22,0.4,-2,-4,4
SP1,2019-01-26,Sevilla,Levante,5,0,H,0,0,D,23,7,9,0,15,13,5,8,2,1,0,0,30,21,1,5,0.22,0.0,13,2,5
SP1,2019-01-26,Valencia,Villarreal,3,0,H,1,0,H,18,14,9,5,13,8,7,4,1,3,0,0,34,37,1,3,0.17,0.0,12,10,3
SP1,2019-01-27,Ath Bilbao,Betis,1,0,H,1,0,H,11,8,2,2,20,6,6,4,4,2,1,0,2,5,1,1,0.09,0.0,-3,6,1
SP1,2019-01-27,Espanol,Real Madrid,2,4,A,1,3,A,13,16,6,9,15,17,1,6,3,4,0,1,11,27,-1,-2,0.15,0.25,-1,5,6
SP1,2019-01-27,Girona,Barcelona,0,2,A,0,1,A,13,15,5,7,18,12,3,8,5,3,1,0,14,4,-1,-2,0.0,0.13,-2,11,2
SP1,2019-01-27,Sociedad,Huesca,0,0,D,0,0,D,8,8,1,1,9,22,5,2,0,3,0,0,31,17,0,0,0.0,0.0,4,-12,0
SP1,2019-01-27,Valladolid,Celta,2,1,H,0,1,A,19,8,7,3,15,19,7,5,2,5,0,1,35,7,1,1,0.11,0.12,11,-6,3
SP1,2019-01-28,Alaves,Vallecano,0,1,A,0,0,D,16,14,1,3,14,19,7,4,2,5,0,0,0,36,-1,-1,0.0,0.07,9,-1,1
SP1,2019-01-02,Huesca,Valladolid,4,0,H,1,0,H,11,9,7,4,17,11,7,7,6,2,0,0,17,35,1,4,0.36,0.0,1,5,4
SP1,2019-02-02,Barcelona,Valencia,2,2,D,1,2,A,20,14,8,7,8,5,9,1,3,0,0,0,4,34,0,0,0.1,0.14,21,10,4
SP1,2019-02-02,Celta,Sevilla,1,0,H,0,0,D,10,13,4,2,13,12,4,9,4,4,0,0,7,30,1,1,0.1,0.0,1,10,1
SP1,2019-02-02,Levante,Getafe,0,0,D,0,0,D,8,9,4,2,7,15,5,5,4,3,0,0,21,12,0,0,0.0,0.0,6,-1,0
SP1,2019-02-02,Sociedad,Ath Bilbao,2,1,H,2,0,H,6,8,2,5,17,13,3,3,1,1,0,0,31,2,1,1,0.33,0.12,-8,-2,3
SP1,2019-03-02,Betis,Ath Madrid,1,0,H,0,0,D,7,13,3,1,7,21,1,7,4,3,0,0,5,3,1,1,0.14,0.0,1,-1,1
SP1,2019-03-02,Eibar,Girona,3,0,H,1,0,H,17,6,5,2,12,9,8,5,2,1,0,0,9,14,1,3,0.18,0.0,13,2,3
SP1,2019-03-02,Real Madrid,Alaves,3,0,H,1,0,H,22,8,8,1,10,12,7,2,0,3,0,0,27,0,1,3,0.14,0.0,19,-2,3
SP1,2019-03-02,Villarreal,Espanol,2,2,D,1,0,H,14,17,5,2,22,16,3,2,4,5,0,0,37,11,0,0,0.14,0.12,-5,3,4
SP1,2019-04-02,Vallecano,Leganes,1,2,A,0,1,A,15,13,6,4,19,10,5,6,6,4,0,1,36,20,-1,-1,0.07,0.15,1,9,3
SP1,2019-08-02,Valladolid,Villarreal,0,0,D,0,0,D,9,7,3,3,13,18,8,3,3,2,0,0,35,37,0,0,0.0,0.0,4,-8,0
SP1,2019-09-02,Ath Madrid,Real Madrid,1,3,A,1,2,A,11,11,2,4,21,16,3,4,7,3,1,0,3,27,-1,-2,0.09,0.27,-7,-1,4
SP1,2019-09-02,Espanol,Vallecano,2,1,H,0,1,A,15,9,5,3,11,19,6,2,0,2,0,0,11,36,1,1,0.13,0.11,10,-8,3
SP1,2019-09-02,Getafe,Celta,3,1,H,1,1,D,12,13,6,3,16,13,4,3,3,3,0,1,12,7,1,2,0.25,0.08,0,3,4
SP1,2019-09-02,Girona,Huesca,0,2,A,0,2,A,13,6,7,6,9,18,13,2,3,1,1,0,14,17,-1,-2,0.0,0.33,17,-10,2
SP1,2019-10-02,Ath Bilbao,Barcelona,0,0,D,0,0,D,13,10,5,2,23,10,6,4,4,2,1,0,2,4,0,0,0.0,0.0,-4,4,0
SP1,2019-10-02,Leganes,Betis,3,0,H,2,0,H,16,3,4,1,22,11,4,4,4,2,0,1,20,5,1,3,0.19,0.0,-2,-4,3
SP1,2019-10-02,Sevilla,Eibar,2,2,D,0,1,A,13,8,4,4,11,7,9,7,4,2,1,0,30,9,0,0,0.15,0.25,11,8,4
SP1,2019-10-02,Valencia,Sociedad,0,0,D,0,0,D,10,8,4,1,11,18,7,5,2,4,0,0,34,31,0,0,0.0,0.0,6,-5,0
SP1,2019-11-02,Alaves,Levante,2,0,H,1,0,H,16,8,4,0,14,18,3,10,3,2,0,0,0,21,1,2,0.12,0.0,5,0,2
SP1,2019-02-15,Eibar,Getafe,2,2,D,0,1,A,11,7,6,4,12,12,3,3,2,2,0,0,9,12,0,0,0.18,0.29,2,-2,4
SP1,2019-02-16,Barcelona,Valladolid,1,0,H,1,0,H,20,10,8,0,12,18,3,5,1,3,0,0,4,35,1,1,0.05,0.0,11,-3,1
SP1,2019-02-16,Celta,Levante,1,4,A,0,2,A,14,14,7,8,12,17,5,7,1,1,1,0,7,21,-1,-3,0.07,0.29,7,4,5
SP1,2019-02-16,Sociedad,Leganes,3,0,H,0,0,D,15,8,6,3,10,16,4,1,4,2,0,0,31,20,1,3,0.2,0.0,9,-7,3
SP1,2019-02-16,Vallecano,Ath Madrid,0,1,A,0,0,D,12,4,6,3,10,14,4,6,0,1,0,0,36,3,-1,-1,0.0,0.25,6,-4,1
SP1,2019-02-17,Betis,Alaves,1,1,D,1,1,D,19,6,10,3,10,12,6,3,4,1,0,0,5,0,0,0,0.05,0.17,15,-3,2
SP1,2019-02-17,Real Madrid,Girona,1,2,A,1,0,H,19,14,7,6,13,18,7,0,3,2,1,0,27,14,-1,-1,0.05,0.14,13,-4,3
SP1,2019-02-17,Valencia,Espanol,0,0,D,0,0,D,21,6,1,1,12,10,10,2,2,4,0,1,34,11,0,0,0.0,0.0,19,-2,0
SP1,2019-02-17,Villarreal,Sevilla,3,0,H,2,0,H,12,21,6,5,7,12,6,4,4,1,0,0,37,30,1,3,0.25,0.0,11,13,3
SP1,2019-02-18,Huesca,Ath Bilbao,0,1,A,0,1,A,12,9,2,4,16,11,3,5,5,1,0,0,17,2,-1,-1,0.0,0.11,-1,3,1
SP1,2019-02-22,Espanol,Huesca,1,1,D,1,0,H,13,13,2,4,9,16,7,4,2,4,0,0,11,17,0,0,0.08,0.08,11,1,2
SP1,2019-02-23,Alaves,Celta,0,0,D,0,0,D,17,8,4,2,15,9,3,4,2,2,0,0,0,7,0,0,0.0,0.0,5,3,0
SP1,2019-02-23,Ath Bilbao,Eibar,1,0,H,1,0,H,9,7,4,2,10,17,10,2,3,4,0,0,2,9,1,1,0.11,0.0,9,-8,1
SP1,2019-02-23,Getafe,Vallecano,2,1,H,1,0,H,11,7,2,2,12,13,2,2,2,1,0,0,12,36,1,1,0.18,0.14,1,-4,3
SP1,2019-02-23,Sevilla,Barcelona,2,4,A,2,1,H,13,17,4,8,15,11,3,8,6,1,0,0,30,4,-1,-2,0.15,0.24,1,14,6
SP1,2019-02-24,Ath Madrid,Villarreal,2,0,H,1,0,H,15,14,7,3,9,10,6,7,0,3,0,0,3,37,1,2,0.13,0.0,12,11,2
SP1,2019-02-24,Leganes,Valencia,1,1,D,0,1,A,17,6,6,1,14,10,4,2,5,3,0,0,20,34,0,0,0.06,0.17,7,-2,2
SP1,2019-02-24,Levante,Real Madrid,1,2,A,0,1,A,11,19,2,5,17,11,4,6,5,3,1,1,21,27,-1,-1,0.09,0.11,-2,14,3
SP1,2019-02-24,Valladolid,Betis,0,2,A,0,1,A,10,6,2,3,10,9,13,4,1,2,0,0,35,5,-1,-2,0.0,0.33,13,1,2
SP1,2019-02-25,Girona,Sociedad,0,0,D,0,0,D,10,7,3,1,26,15,3,5,4,1,0,0,14,31,0,0,0.0,0.0,-13,-3,0
SP1,2019-01-03,Vallecano,Girona,0,2,A,0,1,A,9,12,3,4,17,23,7,1,3,4,1,0,36,14,-1,-2,0.0,0.17,-1,-10,2
SP1,2019-02-03,Espanol,Valladolid,3,1,H,1,1,D,15,14,6,3,17,8,5,3,2,2,0,0,11,35,1,2,0.2,0.07,3,9,4
SP1,2019-02-03,Huesca,Sevilla,2,1,H,1,0,H,7,12,3,5,15,16,3,12,5,4,0,0,17,30,1,1,0.29,0.08,-5,8,3
SP1,2019-02-03,Real Madrid,Barcelona,0,1,A,0,1,A,17,10,3,4,16,13,8,6,3,2,0,0,27,4,-1,-1,0.0,0.1,9,3,1
SP1,2019-02-03,Villarreal,Alaves,1,2,A,0,0,D,9,10,2,2,15,12,8,2,2,3,0,0,37,0,-1,-1,0.11,0.2,2,0,3
SP1,2019-03-03,Betis,Getafe,1,2,A,0,2,A,6,11,2,5,14,14,4,4,2,2,0,0,5,12,-1,-1,0.17,0.18,-4,1,3
SP1,2019-03-03,Eibar,Celta,1,0,H,0,0,D,15,3,4,1,14,16,7,0,1,1,0,0,9,7,1,1,0.07,0.0,8,-13,1
SP1,2019-03-03,Sociedad,Ath Madrid,0,2,A,0,2,A,19,8,3,3,12,17,7,3,1,4,0,1,31,3,-1,-2,0.0,0.25,14,-6,2
SP1,2019-03-03,Valencia,Ath Bilbao,2,0,H,0,0,D,11,4,3,1,12,13,6,2,0,3,0,0,34,2,1,2,0.18,0.0,5,-7,2
SP1,2019-04-03,Leganes,Levante,1,0,H,1,0,H,14,15,3,4,15,10,2,2,6,4,0,0,20,21,1,1,0.07,0.0,1,7,1
SP1,2019-08-03,Ath Bilbao,Espanol,1,1,D,0,1,A,15,5,6,2,13,20,7,0,3,5,0,0,2,11,0,0,0.07,0.2,9,-15,2
SP1,2019-09-03,Alaves,Eibar,1,1,D,0,0,D,16,20,3,3,10,18,3,5,1,1,0,0,0,9,0,0,0.06,0.05,9,7,2
SP1,2019-09-03,Ath Madrid,Leganes,1,0,H,0,0,D,13,3,4,2,9,7,4,4,2,2,0,0,3,20,1,1,0.08,0.0,8,0,1
SP1,2019-09-03,Barcelona,Vallecano,3,1,H,1,1,D,12,8,6,1,12,17,10,4,1,2,0,0,4,36,1,2,0.25,0.12,10,-5,4
SP1,2019-09-03,Getafe,Huesca,2,1,H,0,1,A,14,8,6,1,14,17,13,1,0,4,0,0,12,17,1,1,0.14,0.12,13,-8,3
SP1,2019-10-03,Celta,Betis,0,1,A,0,0,D,7,14,1,4,17,16,4,4,3,0,0,0,7,5,-1,-1,0.0,0.07,-6,2,1
SP1,2019-10-03,Girona,Valencia,2,3,A,1,1,D,18,11,8,6,13,10,6,1,1,4,0,1,14,34,-1,-1,0.11,0.27,11,2,5
SP1,2019-10-03,Levante,Villarreal,0,2,A,0,0,D,11,13,3,5,8,21,8,2,3,5,0,0,21,37,-1,-2,0.0,0.15,11,-6,2
SP1,2019-10-03,Sevilla,Sociedad,5,2,H,1,1,D,22,9,11,2,12,13,7,2,2,2,0,0,30,31,1,3,0.23,0.22,17,-2,7
SP1,2019-10-03,Valladolid,Real Madrid,1,4,A,1,1,D,10,15,2,6,14,12,5,12,1,6,0,1,35,27,-1,-3,0.1,0.27,1,15,5
SP1,2019-03-15,Sociedad,Levante,1,1,D,1,0,H,22,8,7,3,10,12,5,3,2,2,0,0,31,21,0,0,0.05,0.12,17,-1,2
SP1,2019-03-16,Ath Bilbao,Ath Madrid,2,0,H,0,0,D,9,9,5,2,12,4,1,7,3,1,0,0,2,3,1,2,0.22,0.0,-2,12,2
SP1,2019-03-16,Huesca,Alaves,1,3,A,1,1,D,7,12,2,5,21,23,2,2,1,3,0,0,17,0,-1,-2,0.14,0.25,-12,-9,4
SP1,2019-03-16,Leganes,Girona,0,2,A,0,2,A,12,8,3,4,20,6,6,2,8,1,0,0,20,14,-1,-2,0.0,0.25,-2,4,2
SP1,2019-03-16,Real Madrid,Celta,2,0,H,0,0,D,22,6,7,1,15,8,9,2,1,0,0,0,27,7,1,2,0.09,0.0,16,0,2
SP1,2019-03-17,Betis,Barcelona,1,4,A,0,2,A,13,16,3,9,10,11,3,7,1,2,0,0,5,4,-1,-3,0.08,0.25,6,12,5
SP1,2019-03-17,Eibar,Valladolid,1,2,A,0,0,D,15,8,3,3,16,14,5,0,4,2,0,0,9,35,-1,-1,0.07,0.25,4,-6,3
SP1,2019-03-17,Espanol,Sevilla,0,1,A,0,0,D,13,12,3,3,11,14,6,5,3,4,1,1,11,30,-1,-1,0.0,0.08,8,3,1
SP1,2019-03-17,Valencia,Getafe,0,0,D,0,0,D,8,9,2,1,13,22,3,5,3,4,0,0,34,12,0,0,0.0,0.0,-2,-8,0
SP1,2019-03-17,Villarreal,Vallecano,3,1,H,0,1,A,12,7,4,3,16,7,5,5,3,3,0,0,37,36,1,2,0.25,0.14,1,5,4
SP1,2019-03-29,Girona,Ath Bilbao,1,2,A,1,0,H,6,8,2,5,18,18,3,3,2,4,0,0,14,2,-1,-1,0.17,0.25,-9,-7,3
SP1,2019-03-30,Alaves,Ath Madrid,0,4,A,0,2,A,14,11,4,7,10,8,9,2,2,2,0,0,0,3,-1,-4,0.0,0.36,13,5,4
SP1,2019-03-30,Barcelona,Espanol,2,0,H,0,0,D,13,4,3,2,15,14,5,2,0,4,0,0,4,11,1,2,0.15,0.0,3,-8,2
SP1,2019-03-30,Celta,Villarreal,3,2,H,0,2,A,15,14,6,5,7,8,10,7,1,3,0,0,7,37,1,1,0.2,0.14,18,13,5
SP1,2019-03-30,Getafe,Leganes,0,2,A,0,0,D,9,7,2,3,15,25,3,4,5,2,0,0,12,20,-1,-2,0.0,0.29,-3,-14,2
SP1,2019-03-31,Levante,Eibar,2,2,D,2,1,H,7,17,2,3,9,12,6,7,2,1,0,0,21,9,0,0,0.29,0.12,4,12,4
SP1,2019-03-31,Real Madrid,Huesca,3,2,H,1,1,D,16,16,8,3,9,18,4,6,1,3,0,0,27,17,1,1,0.19,0.12,11,4,5
SP1,2019-03-31,Sevilla,Valencia,0,1,A,0,1,A,17,4,5,2,18,9,5,3,3,1,0,0,30,34,-1,-1,0.0,0.25,4,-2,1
SP1,2019-03-31,Valladolid,Sociedad,1,1,D,1,0,H,10,10,4,1,18,8,7,5,4,1,0,0,35,31,0,0,0.1,0.1,-1,7,2
SP1,2019-03-31,Vallecano,Betis,1,1,D,1,0,H,20,7,5,2,22,9,6,3,5,3,1,0,36,5,0,0,0.05,0.14,4,1,2
SP1,2019-02-04,Ath Madrid,Girona,2,0,H,0,0,D,17,12,7,4,10,9,4,3,1,0,0,0,3,14,1,2,0.12,0.0,11,6,2
SP1,2019-02-04,Espanol,Getafe,1,1,D,0,0,D,9,13,3,3,14,14,5,4,4,3,0,0,11,12,0,0,0.11,0.08,0,3,2
SP1,2019-02-04,Villarreal,Barcelona,4,4,D,1,2,A,16,15,9,9,10,10,5,3,4,7,1,0,37,4,0,0,0.25,0.27,11,8,8
SP1,2019-03-04,Ath Bilbao,Levante,3,2,H,2,0,H,14,11,7,6,13,14,2,9,3,7,0,1,2,21,1,1,0.21,0.18,3,6,5
SP1,2019-03-04,Eibar,Vallecano,2,1,H,0,1,A,12,13,6,2,14,9,2,6,2,2,0,0,9,36,1,1,0.17,0.08,0,10,3
SP1,2019-03-04,Huesca,Celta,3,3,D,0,1,A,23,11,7,5,9,12,5,0,2,3,0,0,17,7,0,0,0.13,0.27,19,-1,6
SP1,2019-03-04,Valencia,Real Madrid,2,1,H,1,0,H,11,15,4,5,9,13,6,6,2,2,0,0,34,27,1,1,0.18,0.07,8,8,3
SP1,2019-04-04,Leganes,Valladolid,1,0,H,0,0,D,18,8,2,1,13,11,3,4,2,2,0,0,20,35,1,1,0.06,0.0,8,1,1
SP1,2019-04-04,Sevilla,Alaves,2,0,H,1,0,H,18,5,5,2,13,19,11,1,3,4,0,0,30,0,1,2,0.11,0.0,16,-13,2
SP1,2019-04-04,Sociedad,Betis,2,1,H,1,0,H,15,11,7,6,12,13,3,6,2,3,0,0,31,5,1,1,0.13,0.09,6,4,3
SP1,2019-06-04,Barcelona,Ath Madrid,2,0,H,0,0,D,21,9,10,2,14,12,5,1,3,4,0,1,4,3,1,2,0.1,0.0,12,-2,2
SP1,2019-06-04,Girona,Espanol,1,2,A,0,0,D,14,9,5,2,23,20,1,4,5,2,0,0,14,11,-1,-1,0.07,0.22,-8,-7,3
SP1,2019-06-04,Real Madrid,Eibar,2,1,H,0,1,A,13,3,7,1,9,15,5,4,0,1,0,0,27,9,1,1,0.15,0.33,9,-8,3
SP1,2019-06-04,Vallecano,Valencia,2,0,H,1,0,H,15,12,5,3,17,10,4,7,2,3,0,0,36,34,1,2,0.13,0.0,2,9,2
SP1,2019-07-04,Alaves,Leganes,1,1,D,1,0,H,6,9,1,5,17,15,3,3,6,4,0,0,0,20,0,0,0.17,0.11,-8,-3,2
SP1,2019-07-04,Betis,Villarreal,2,1,H,1,1,D,17,10,7,4,15,14,4,3,4,4,0,0,5,37,1,1,0.12,0.1,6,-1,3
SP1,2019-07-04,Celta,Sociedad,3,1,H,0,1,A,11,14,4,7,16,11,2,7,2,1,0,1,7,31,1,2,0.27,0.07,-3,10,4
SP1,2019-07-04,Getafe,Ath Bilbao,1,0,H,0,0,D,6,9,2,1,16,18,1,2,2,1,0,0,12,2,1,1,0.17,0.0,-9,-7,1
SP1,2019-07-04,Levante,Huesca,2,2,D,1,0,H,14,17,8,4,22,12,9,1,2,4,0,0,21,17,0,0,0.14,0.12,1,6,4
SP1,2019-07-04,Valladolid,Sevilla,0,2,A,0,0,D,10,16,5,4,17,12,6,7,3,3,0,0,35,30,-1,-2,0.0,0.12,-1,11,2
SP1,2019-04-13,Ath Madrid,Celta,2,0,H,1,0,H,11,10,5,3,9,15,1,2,2,2,0,0,3,7,1,2,0.18,0.0,3,-3,2
SP1,2019-04-13,Espanol,Alaves,2,1,H,1,0,H,6,14,2,3,12,17,4,8,3,2,0,0,11,0,1,1,0.33,0.07,-2,5,3
SP1,2019-04-13,Huesca,Barcelona,0,0,D,0,0,D,6,10,1,2,18,13,6,5,1,2,0,0,17,4,0,0,0.0,0.0,-6,2,0
SP1,2019-04-13,Sevilla,Betis,3,2,H,1,0,H,11,12,5,7,18,8,5,4,6,3,0,0,30,5,1,1,0.27,0.17,-2,8,5
SP1,2019-04-14,Ath Bilbao,Vallecano,3,2,H,1,1,D,15,8,9,4,10,16,3,6,1,3,0,1,2,36,1,1,0.2,0.25,8,-2,5
SP1,2019-04-14,Girona,Villarreal,0,1,A,0,1,A,14,17,5,6,12,11,9,5,2,5,0,0,14,37,-1,-1,0.0,0.06,11,11,1
SP1,2019-04-14,Sociedad,Eibar,1,1,D,1,0,H,3,17,2,2,15,18,0,3,2,2,0,0,31,9,0,0,0.33,0.06,-12,2,2
SP1,2019-04-14,Valencia,Levante,3,1,H,1,0,H,23,6,6,3,12,19,8,3,2,2,0,0,34,21,1,2,0.13,0.17,19,-10,4
SP1,2019-04-14,Valladolid,Getafe,2,2,D,1,1,D,8,8,4,3,22,18,5,3,4,4,0,1,35,12,0,0,0.25,0.25,-9,-7,4
SP1,2019-04-15,Leganes,Real Madrid,1,1,D,1,0,H,5,13,2,6,11,12,1,5,0,3,0,0,20,27,0,0,0.2,0.08,-5,6,2
SP1,2019-04-19,Alaves,Valladolid,2,2,D,2,1,H,10,12,4,7,17,16,5,7,3,5,0,0,0,35,0,0,0.2,0.17,-2,3,4
SP1,2019-04-20,Barcelona,Sociedad,2,1,H,1,0,H,11,9,4,2,10,12,4,2,0,1,0,0,4,31,1,1,0.18,0.11,5,-1,3
SP1,2019-04-20,Celta,Girona,2,1,H,1,0,H,13,9,8,1,7,10,5,1,2,1,0,0,7,14,1,1,0.15,0.11,11,0,3
SP1,2019-04-20,Eibar,Ath Madrid,0,1,A,0,0,D,10,8,2,4,11,12,5,8,3,1,0,0,9,3,-1,-1,0.0,0.12,4,4,1
SP1,2019-04-20,Vallecano,Huesca,0,0,D,0,0,D,16,10,3,3,12,10,8,3,4,2,0,0,36,17,0,0,0.0,0.0,12,3,0
SP1,2019-04-21,Betis,Valencia,1,2,A,0,1,A,23,4,7,3,19,13,8,2,4,2,0,1,5,34,-1,-1,0.04,0.5,12,-7,3
SP1,2019-04-21,Getafe,Sevilla,3,0,H,2,0,H,10,12,3,2,19,15,2,7,3,6,1,1,12,30,1,3,0.3,0.0,-7,4,3
SP1,2019-04-21,Levante,Espanol,2,2,D,0,1,A,19,14,5,7,13,15,12,7,4,1,1,0,21,11,0,0,0.11,0.14,18,6,4
SP1,2019-04-21,Real Madrid,Ath Bilbao,3,0,H,0,0,D,11,5,4,3,12,16,8,2,2,4,0,0,27,2,1,3,0.27,0.0,7,-9,3
SP1,2019-04-21,Villarreal,Leganes,2,1,H,0,0,D,11,6,5,2,12,15,7,4,2,1,0,0,37,20,1,1,0.18,0.17,6,-5,3
SP1,2019-04-23,Alaves,Barcelona,0,2,A,0,0,D,6,17,1,6,19,9,1,4,3,1,0,0,0,4,-1,-2,0.0,0.12,-12,12,2
SP1,2019-04-23,Huesca,Eibar,2,0,H,0,0,D,12,7,3,4,16,16,5,3,4,1,0,0,17,9,1,2,0.17,0.0,1,-6,2
SP1,2019-04-23,Valladolid,Girona,1,0,H,0,0,D,13,6,4,0,17,17,4,5,4,3,0,0,35,14,1,1,0.08,0.0,0,-6,1
SP1,2019-04-24,Ath Madrid,Valencia,3,2,H,1,1,D,14,12,6,4,17,13,4,3,3,3,0,0,3,34,1,1,0.21,0.17,1,2,5
SP1,2019-04-24,Espanol,Celta,1,1,D,1,0,H,9,18,2,6,15,8,2,4,2,1,0,0,11,7,0,0,0.11,0.06,-4,14,2
SP1,2019-04-24,Leganes,Ath Bilbao,0,1,A,0,1,A,14,3,1,2,11,14,2,2,1,2,0,0,20,2,-1,-1,0.0,0.33,5,-9,1
SP1,2019-04-24,Levante,Betis,4,0,H,2,0,H,6,7,4,2,9,15,3,4,2,3,0,0,21,5,1,4,0.67,0.0,0,-4,4
